,number_of_rooms,floor,area,latitude,longitude,price
2676,4,5,101.0,,,604000
2677,2,14,80.0,,,593000
2678,4,4,76.0,38.5615057,68.739065,600000
2679,3,3,48.0,38.5615057,68.739065,350000
2680,2,4,48.0,38.5507163,68.8305472,410000
2681,2,3,58.0,38.558446950000004,68.74822573217185,420000
2682,2,12,62.0,,,260000
2683,3,5,50.0,,,400000
2684,2,8,60.0,,,650000
2685,2,6,64.0,38.5737759,68.8016005,775000
2686,3,9,90.0,38.5234594,68.74951586109968,737750
2687,2,10,55.0,38.5823233,68.74831405,360000
2688,2,8,40.0,38.57144665,68.75630004640139,387600
2689,2,3,48.0,,,210000
2690,2,8,50.0,,,315000
2691,5,1,110.0,,,700000
2692,3,12,120.0,38.5871679,68.7869964,900000
2693,2,8,77.0,38.5615057,68.739065,705000
2694,2,2,56.0,38.54670385,68.74736905,499999
2695,2,15,59.0,38.5871679,68.7869964,369000
2696,3,9,98.0,,,1104000
2697,3,13,174.0,,,986000
2698,4,5,141.0,,,962000
2699,3,11,85.0,,,1106000
2700,2,10,65.0,,,747000
2701,2,5,105.0,38.4881522,68.7153354,1026000
2702,4,14,140.0,,,719000
2703,3,13,136.0,,,743261
2704,3,8,94.0,,,1368000
2705,2,3,84.0,,,1049000
2706,4,5,134.0,38.5704518,68.77644953851382,1254000
2707,4,3,267.0,38.5736713,68.7948765,4900000
2708,4,1,70.0,,,564300
2709,3,1,70.0,38.5208346,68.74790775,420000
2710,2,6,60.0,38.53068645,68.74526127900722,369999
2711,1,2,24.0,38.5507163,68.8305472,245000
2712,3,14,71.0,38.526600200000004,68.74827971106365,299000
2713,2,3,58.0,38.5871679,68.7869964,509000
2714,1,3,30.0,38.5305762,68.7763022,250000
2715,4,6,85.0,38.5853222,68.71890381645422,747120
2716,3,2,96.0,38.5615057,68.739065,700000
2717,6,9,370.0,38.6158761,68.78179872225516,3400000
2718,3,15,77.0,38.5615057,68.739065,600000
2719,3,2,75.0,38.5615057,68.739065,850000
2720,4,6,100.0,38.5615057,68.739065,630000
2721,2,11,58.0,38.5849938,68.7245146,270000
2722,2,5,62.0,38.5615057,68.739065,320000
2723,2,3,84.0,38.5305762,68.7763022,900000
2724,1,16,50.0,,,130000
2725,3,4,100.0,38.5507163,68.8305472,930000
2726,2,14,50.0,,,320000
2727,2,9,64.0,38.5853222,68.71890381645422,312000
2728,4,2,85.0,38.5832623,68.7107404123386,625000
2729,1,6,52.0,38.52874565,68.7448214,423000
2730,1,7,50.0,,,200000
2731,4,6,112.0,38.5507163,68.8305472,573000
2732,3,7,78.0,38.5575994,68.76368975457416,600000
2733,3,8,86.0,38.5112209,68.73803768568288,565000
2734,4,4,74.0,38.5425835,68.81521423589763,670000
2735,2,14,57.0,38.5077678,68.7681578,165000
2736,3,7,50.0,,,599999
2737,2,5,55.0,,,400000
2738,2,6,63.0,,,388000
2739,3,9,76.0,38.5305762,68.7763022,680000
2740,2,6,80.0,38.5871679,68.7869964,855000
2741,2,2,53.0,38.52225355,68.74991793788521,550000
2742,1,2,30.0,38.52225355,68.74991793788521,325000
2743,2,4,45.0,38.5615057,68.739065,452000
2744,3,4,65.0,38.52171765,68.74869761629216,512000
2745,2,6,80.0,38.5871679,68.7869964,855000
2746,2,2,55.0,38.5425835,68.81521423589763,400000
2747,3,1,90.0,38.5885533,68.7787884,600000
2748,1,10,56.0,,,332000
2749,2,14,54.0,38.5507163,68.8305472,555000
2750,3,2,75.0,38.5425835,68.81521423589763,730000
2751,3,6,76.0,38.58569185,68.72512473468157,471755
2752,3,9,75.0,38.5208346,68.74790775,450300
2753,2,4,45.0,38.54557415,68.82363701984585,399000
2754,2,11,75.0,38.5234594,68.74951586109968,467400
2755,3,8,78.0,38.5208346,68.74790775,421800
2756,2,9,54.0,,,454800
2757,2,17,86.0,38.5615057,68.739065,630000
2758,1,16,59.0,38.5853222,68.71890381645422,145000
2759,1,2,32.0,,,185000
2760,2,8,56.0,38.5427547,68.8685532,285000
2761,2,7,50.0,,,388000
2762,2,7,71.0,38.5208346,68.74790775,456000
2763,1,2,37.0,38.5305762,68.7763022,205000
2764,3,4,60.0,38.5425835,68.81521423589763,599000
2765,3,2,67.0,38.5615057,68.739065,509516
2766,2,2,62.0,38.5234594,68.74951586109968,621500
2767,3,11,104.0,38.56131555,68.7500425,550000
2768,2,15,75.0,38.5427547,68.8685532,369000
2769,2,8,74.0,38.5427547,68.8685532,397000
2770,3,8,91.0,38.5215622,68.74921245,498000
2771,2,15,82.0,38.584950250000006,68.76348722496377,598000
2772,2,15,75.0,,,369000
2773,2,1,67.0,38.5615057,68.739065,480000
2774,1,1,25.0,38.5507163,68.8305472,200000
2775,1,12,59.0,38.584950250000006,68.76348722496377,459000
2776,3,8,52.0,38.5853222,68.71890381645422,335000
2777,3,2,68.0,38.5615057,68.739065,495000
2778,1,12,60.0,38.5853222,68.71890381645422,280000
2779,3,2,70.0,38.5902908,68.73696025314088,830000
2780,3,9,50.0,,,560000
2781,2,8,47.0,38.46467165,68.7389283220156,340000
2782,2,5,70.0,38.5853222,68.71890381645422,496990
2783,3,10,64.0,38.52225355,68.74991793788521,308000
2784,2,3,55.0,38.52399065,68.74912565571961,420000
2785,2,5,104.0,38.5871679,68.7869964,767000
2786,4,17,140.0,38.5858337,68.793715,630000
2787,2,4,44.0,38.5615057,68.739065,248000
2788,2,4,50.0,,,195000
2789,4,13,120.0,38.5791059,68.754831,846000
2790,2,4,45.0,38.564374400000005,68.73941921022708,320000
2791,2,6,84.0,38.5507163,68.8305472,600000
2792,3,3,71.0,38.58569185,68.72512473468157,570000
2793,2,5,75.0,38.554049899999995,68.78854784999999,295554
2794,1,3,40.0,38.501539,68.753393,200000
2795,2,5,48.0,38.542712800000004,68.86664877742379,141000
2796,2,10,53.0,38.5686948,68.773037,271000
2797,2,4,68.0,38.565722,68.832796,350000
2798,3,4,82.0,38.5507163,68.8305472,467000
2799,1,8,45.0,38.5112209,68.73803768568288,205200
2800,1,4,42.0,38.5635832,68.7537962,410999
2801,2,2,52.0,38.5849938,68.7245146,400000
2802,2,8,46.0,38.52225355,68.74991793788521,425000
2803,3,12,107.0,38.584950250000006,68.76348722496377,1128000
2804,3,4,130.0,38.4881522,68.7153354,1138000
2805,3,13,90.0,38.5425835,68.81521423589763,875000
2806,3,12,100.0,,,933000
2807,2,3,70.0,38.5425835,68.81521423589763,524000
2808,3,7,70.0,38.5902908,68.73696025314088,735000
2809,3,14,66.0,38.5305762,68.7763022,380000
2810,1,4,45.0,38.5853222,68.71890381645422,300000
2811,3,3,64.0,38.5615057,68.739065,650000
2812,2,2,58.0,38.5834656,68.7891768,508500
2813,3,10,90.0,38.5507163,68.8305472,1073500
2814,2,9,79.0,38.54383815,68.7246305,490000
2815,2,7,46.0,38.5615057,68.739065,277500
2816,2,2,40.0,38.50599805,68.75511569013814,230000
2817,2,10,70.0,38.5507163,68.8305472,358000
2818,5,2,90.0,,,750000
2819,3,2,55.0,,,680000
2820,2,8,52.0,38.4881522,68.7153354,450000
2821,1,3,45.0,38.52874565,68.7448214,280000
2822,2,5,60.0,38.5635832,68.7537962,460000
2823,2,4,56.0,38.5305762,68.7763022,437000
2824,2,13,62.0,38.5305762,68.7763022,385000
2825,2,13,62.0,38.5305762,68.7763022,385000
2826,2,13,75.0,38.5215622,68.74921245,400000
2827,2,7,73.0,38.562076,68.7984058,615000
2828,3,4,50.0,,,900000
2829,2,2,60.0,38.5425835,68.81521423589763,450000
2830,3,7,81.0,38.57144665,68.75630004640139,600000
2831,2,7,61.0,38.5425835,68.81521423589763,790000
2832,2,4,48.0,38.5227788,68.766135,230000
2833,2,3,38.0,38.558446950000004,68.74822573217185,350000
2834,2,2,65.0,38.5635832,68.7537962,650000
2835,4,4,101.0,38.53068645,68.74526127900722,1000000
2836,1,8,45.0,38.5575994,68.76368975457416,300000
2837,4,8,100.0,38.5425835,68.81521423589763,712000
2838,2,6,80.0,38.5871679,68.7869964,920000
2839,2,9,107.0,38.5871679,68.7869964,512100
2840,1,9,53.0,38.5905467,68.7329119,420000
2841,3,8,96.0,38.5871679,68.7869964,960000
2842,2,15,80.0,38.55014405,68.76102166353772,365000
2843,1,9,60.0,38.5858337,68.793715,280000
2844,5,5,97.0,38.5215622,68.74921245,909000
2845,3,8,87.0,,,570000
2846,3,8,112.0,38.584950250000006,68.76348722496377,1026000
2847,3,6,115.0,38.5575994,68.76368975457416,830000
2848,4,6,105.0,,,718000
2849,2,11,75.0,38.5234594,68.74951586109968,467400
2850,1,13,91.0,38.4881522,68.7153354,446000
2851,5,1,97.0,38.5849938,68.7245146,682000
2852,3,4,75.0,38.5849938,68.7245146,627000
2853,1,4,42.0,38.5575994,68.76368975457416,285000
2854,2,1,57.0,38.5635832,68.7537962,399000
2855,3,11,100.0,38.52225355,68.74991793788521,909000
2856,2,3,75.0,,,558000
2857,2,16,73.0,38.5887216,68.73026537888512,460000
2858,2,4,52.0,38.5112209,68.73803768568288,250000
2859,2,14,116.0,,,728370
2860,2,4,58.0,38.58569185,68.72512473468157,393000
2861,3,1,60.0,38.5858337,68.793715,298000
2862,2,3,50.0,38.554049899999995,68.78854784999999,232675
2863,1,6,48.0,38.5311744,68.751064,229000
2864,1,3,46.0,38.5785822,68.7898577,3500
2865,3,8,102.0,38.5507163,68.8305472,410000
2866,2,4,64.0,38.5834656,68.7891768,583680
2867,5,3,150.0,,,1207500
2868,5,7,113.0,,,831680
2869,1,8,50.0,38.5112209,68.73803768568288,350000
2870,2,3,55.0,38.5215622,68.74921245,416000
2871,6,18,170.0,,,1173000
2872,2,4,48.0,38.52874565,68.7448214,400000
2873,6,18,191.0,,,1317900
2874,2,7,60.0,38.5739136,68.7854047,585000
2875,3,9,65.0,38.54557415,68.82363701984585,549600
2876,1,5,45.0,,,476000
2877,1,9,43.0,38.5707484,68.7886955,308000
2878,4,8,150.0,38.54670385,68.74736905,1242000
2879,3,10,97.0,,,970000
2880,2,2,55.0,,,415000
2881,2,4,58.0,38.526600200000004,68.74827971106365,372000
2882,2,4,54.0,38.5389415,68.76361308837454,353000
2883,3,2,70.0,,,530000
2884,4,5,78.0,38.5849938,68.7245146,547000
2885,2,9,68.0,38.5623522,68.81128815016059,550400
2886,3,2,54.0,,,380000
2887,3,1,50.0,,,485000
2888,1,10,60.0,38.5707484,68.7886955,530000
2889,4,4,74.0,38.52874565,68.7448214,534000
2890,2,12,72.0,38.526600200000004,68.74827971106365,340000
2891,4,1,80.0,38.5215622,68.74921245,750000
2892,2,3,57.0,,,450000
2893,1,11,56.0,38.5853222,68.71890381645422,341000
2894,2,4,52.0,38.5112209,68.73803768568288,363000
2895,2,1,48.0,,,380000
2896,3,9,90.0,38.5853222,68.71890381645422,650000
2897,3,6,112.0,,,1254000
2898,1,12,89.0,,,1017000
2899,3,2,70.0,,,623000
2900,1,9,56.0,38.5615057,68.739065,340000
2901,2,16,67.0,,,366000
2902,2,8,62.0,38.52225355,68.74991793788521,558000
2903,1,11,44.0,,,456000
2904,1,16,59.0,38.5649497,68.8128106,280000
2905,3,5,110.0,38.5305762,68.7763022,690000
2906,1,15,64.0,,,431000
2907,2,6,86.0,38.584950250000006,68.76348722496377,1080000
2908,2,8,88.0,38.5736713,68.7948765,703000
2909,2,1,40.0,38.5305762,68.7763022,260000
2910,1,2,25.0,38.5305762,68.7763022,220000
2911,1,4,31.0,,,283000
2912,1,3,50.0,,,156000
2913,3,5,76.0,38.54557415,68.82363701984585,587000
2914,1,9,46.0,38.5507163,68.8305472,285000
2915,2,4,34.0,38.5427547,68.8685532,320000
2916,2,7,52.0,38.5305762,68.7763022,400000
2917,3,8,54.0,38.5688829,68.7908893,480000
2918,2,7,45.0,,,360000
2919,2,11,50.0,38.50599805,68.75511569013814,340000
2920,1,5,52.0,38.577858,68.7915239,500000
2921,4,12,120.0,,,881400
2922,4,3,80.0,38.53068645,68.74526127900722,655400
2923,2,11,87.0,38.5834656,68.7891768,700000
2924,3,1,53.0,38.558446950000004,68.74822573217185,450000
2925,2,2,55.0,38.52399065,68.74912565571961,480000
2926,3,5,110.0,38.5425835,68.81521423589763,1020000
2927,2,4,43.0,38.52399065,68.74912565571961,345000
2928,2,6,70.0,,,462840
2929,2,2,52.0,,,495000
2930,5,3,100.0,,,865000
2931,2,13,62.0,,,397000
2932,3,11,63.0,,,450000
2933,5,1,125.0,,,1280000
2934,3,12,75.0,38.5507163,68.8305472,400000
2935,1,14,62.0,38.5615057,68.739065,250000
2936,1,4,58.0,38.5615057,68.739065,385000
2937,3,8,50.0,,,685000
2938,2,13,50.0,38.5615057,68.739065,400000
2939,2,14,75.0,38.5507163,68.8305472,340000
2940,2,14,55.0,,,449000
2941,2,1,53.0,38.5208346,68.74790775,374500
2942,2,7,50.0,38.5305762,68.7763022,245000
2943,1,8,50.0,,,460000
2944,4,6,90.0,,,850000
2945,2,4,42.0,38.5112209,68.73803768568288,304999
2946,2,5,53.0,38.5305762,68.7763022,309999
2947,2,1,40.0,38.5635832,68.7537962,399000
2948,5,3,120.0,38.5100357,68.7339248,700000
2949,3,2,63.0,38.5112209,68.73803768568288,450000
2950,3,2,80.0,38.5615057,68.739065,604800
2951,1,4,28.0,38.5507163,68.8305472,445000
2952,3,1,70.0,38.5305762,68.7763022,547000
2953,1,5,48.0,,,138000
2954,2,5,52.0,38.5305762,68.7763022,420000
2955,2,6,44.0,38.5615057,68.739065,372000
2956,2,2,48.0,38.5305762,68.7763022,360000
2957,4,5,120.0,38.5112209,68.73803768568288,740000
2958,2,2,37.0,38.5887216,68.73026537888512,295000
2959,4,2,80.0,38.58569185,68.72512473468157,644000
2960,3,3,68.0,38.5615057,68.739065,665000
2961,2,11,62.0,38.562076,68.7984058,545000
2962,3,10,81.0,38.5871679,68.7869964,798000
2963,2,10,90.0,38.5686785,68.79479377896965,490000
2964,1,2,60.0,38.5507163,68.8305472,370000
2965,2,8,65.0,38.5112209,68.73803768568288,400000
2966,5,4,70.0,38.5305762,68.7763022,575000
2967,2,11,96.0,38.5296206,68.74739629999999,496800
2968,3,10,154.0,38.54670385,68.74736905,862000
2969,2,4,78.0,38.4881522,68.7153354,644000
2970,2,2,47.0,38.5234594,68.74951586109968,440000
2971,1,2,50.0,,,400000
2972,2,12,46.0,38.46467165,68.7389283220156,305000
2973,2,11,125.0,38.5425835,68.81521423589763,1150000
2974,4,4,85.0,38.5305762,68.7763022,530000
2975,2,2,60.0,38.52225355,68.74991793788521,445000
2976,3,3,103.0,38.5871679,68.7869964,800000
2977,1,1,42.0,38.54670385,68.74736905,385000
2978,2,2,60.0,,,445000
2979,3,1,53.0,38.5615057,68.739065,570000
2980,2,9,54.0,,,444600
2981,2,5,51.0,38.5871679,68.7869964,630000
2982,2,3,57.0,,,450000
2983,2,2,57.0,38.52399065,68.74912565571961,416100
2984,3,2,61.0,38.5635832,68.7537962,650000
2985,3,3,125.0,38.54557415,68.82363701984585,1400000
2986,3,5,65.0,38.5615057,68.739065,420000
2987,2,9,65.0,38.58980425,68.78555936331782,270000
2988,3,5,114.0,38.5507163,68.8305472,800000
2989,3,1,118.0,38.5871679,68.7869964,1335760
2990,2,8,60.0,38.5776615,68.7225776,341400
2991,1,15,41.0,38.5853222,68.71890381645422,150000
2992,3,6,97.0,38.5834656,68.7891768,780000
2993,2,17,97.0,,,669300
2994,2,10,53.0,38.5686948,68.773037,271000
2995,1,8,53.0,,,210000
2996,3,11,132.0,38.5853222,68.71890381645422,435000
2997,5,1,87.0,,,670000
2998,2,1,45.0,38.5305762,68.7763022,259000
2999,2,15,83.0,38.5631138,68.7919442,429525
3000,3,8,87.0,38.5208346,68.74790775,720000
3001,1,8,54.0,38.569521,68.7873603,533000
3002,4,7,180.0,38.5668499,68.7889752,1600000
3003,2,13,46.0,,,673000
3004,2,1,79.0,,,471000
3005,3,15,95.0,38.5507163,68.8305472,580000
3006,2,15,81.0,,,370000
3007,3,6,96.0,38.5808758,68.785979,965000
3008,2,2,84.0,38.5871679,68.7869964,350000
3009,2,9,75.0,38.5305762,68.7763022,430000
3010,2,4,87.0,38.5615057,68.739065,790000
3011,2,1,68.0,,,500000
3012,3,9,110.0,38.529454,68.7586895,1450000
3013,1,9,57.0,38.5507163,68.8305472,354500
3014,2,5,56.0,38.5425835,68.81521423589763,320000
3015,2,12,82.0,,,520000
3016,1,3,37.0,38.5305762,68.7763022,250000
3017,3,12,67.0,38.5305762,68.7763022,500000
3018,3,1,70.0,38.572482449999995,68.72973673859121,445000
3019,2,9,68.0,38.5640864,68.7852224,320000
3020,3,2,70.0,38.5615057,68.739065,545000
3021,1,11,50.0,,,320000
3022,5,10,139.0,,,943120
3023,2,4,52.0,38.5112209,68.73803768568288,367000
3024,1,5,68.0,38.5425835,68.81521423589763,386000
3025,1,4,55.0,,,442750
3026,3,2,80.0,38.5615057,68.739065,780000
3027,3,3,80.0,38.5853222,68.71890381645422,592800
3028,3,10,90.0,38.5234594,68.74951586109968,665000
3029,2,14,83.0,38.4881522,68.7153354,570000
3030,2,14,75.0,38.5853222,68.71890381645422,307000
3031,1,9,45.0,38.57144665,68.75630004640139,350000
3032,3,1,72.0,38.5853222,68.71890381645422,358000
3033,3,9,125.0,38.584950250000006,68.76348722496377,1020000
3034,1,12,72.0,38.585271649999996,68.7282739598053,320000
3035,3,3,107.0,38.529454,68.7586895,640000
3036,2,1,54.0,38.5215622,68.74921245,385000
3037,4,5,103.0,,,581950
3038,3,4,96.0,38.5686785,68.79479377896965,1313000
3039,3,4,50.0,,,1183350
3040,2,7,75.0,38.52225355,68.74991793788521,700000
3041,5,3,90.0,38.5208346,68.74790775,650000
3042,3,9,90.0,38.5853222,68.71890381645422,648000
3043,1,4,30.0,,,260000
3044,2,4,88.0,38.4881522,68.7153354,685000
3045,5,1,110.0,38.5112209,68.73803768568288,615000
3046,2,1,58.0,38.5776615,68.7225776,380000
3047,4,9,90.0,38.5849938,68.7245146,456000
3048,3,1,72.0,,,650000
3049,4,4,132.0,38.5704518,68.77644953851382,1650000
3050,4,11,75.0,,,339000
3051,1,4,32.0,38.5818824,68.7790901,265000
3052,1,14,55.0,38.5688829,68.7908893,326040
3053,3,6,62.0,,,500000
3054,1,3,44.0,38.5858337,68.793715,196000
3055,3,15,132.0,38.5871679,68.7869964,785000
3056,2,1,43.0,,,590000
3057,2,10,94.0,38.5858337,68.793715,972000
3058,3,11,112.0,38.5623522,68.81128815016059,650000
3059,2,9,65.0,38.5507163,68.8305472,550000
3060,2,8,75.0,,,422000
3061,2,14,72.0,38.585271649999996,68.7282739598053,400000
3062,3,13,53.0,38.585271649999996,68.7282739598053,350000
3063,3,3,115.0,38.5615057,68.739065,999000
3064,1,14,59.0,38.5832623,68.7107404123386,225900
3065,2,9,43.0,38.5858337,68.793715,165000
3066,2,13,118.0,38.5635832,68.7537962,538000
3067,3,11,117.0,,,1710000
3068,3,4,112.0,38.562388150000004,68.80941509418605,894000
3069,1,12,70.0,38.575439900000006,68.79299695439276,477000
3070,3,4,122.0,38.5707484,68.7886955,1322500
3071,3,7,94.0,,,855000
3072,4,1,80.0,38.5902908,68.73696025314088,690000
3073,4,2,87.0,38.5853222,68.71890381645422,630000
3074,2,1,42.0,38.5615057,68.739065,490000
3075,2,4,78.0,38.4881522,68.7153354,640000
3076,2,9,59.0,,,547000
3077,3,3,73.0,38.5507163,68.8305472,450000
3078,2,6,83.0,38.5305762,68.7763022,720000
3079,2,14,108.0,38.5507163,68.8305472,730000
3080,2,12,79.0,38.5871679,68.7869964,452000
3081,2,1,50.0,38.5615057,68.739065,520000
3082,3,7,100.0,38.5507163,68.8305472,880000
3083,1,4,45.0,38.5858337,68.793715,145000
3084,2,14,56.0,,,418000
3085,1,11,50.0,,,234000
3086,3,5,50.0,,,45000
3087,5,1,50.0,,,420000
3088,2,8,69.0,38.5305762,68.7763022,390000
3089,2,4,60.0,38.54670385,68.74736905,500000
3090,2,11,52.0,,,550000
3091,3,4,57.0,,,490000
3092,2,4,70.0,38.5635832,68.7537962,460000
3093,3,4,70.0,38.5635832,68.7537962,460000
3094,2,4,75.0,38.5635832,68.7537962,460000
3095,1,6,57.0,38.5853222,68.71890381645422,220000
3096,3,8,86.0,38.5215622,68.74921245,530000
3097,1,7,60.0,38.5635832,68.7537962,339000
3098,4,3,131.0,38.5834656,68.7891768,850000
3099,2,10,74.0,38.5832623,68.7107404123386,420000
3100,2,12,64.0,38.54557415,68.82363701984585,630000
3101,4,3,80.0,38.5305762,68.7763022,737000
3102,3,10,132.0,38.5834656,68.7891768,1000000
3103,1,5,50.0,,,145000
3104,2,13,44.0,38.5823233,68.74831405,300000
3105,3,6,106.0,38.5615057,68.739065,397000
3106,2,9,73.0,,,720000
3107,4,2,70.0,38.5776615,68.7225776,690000
3108,3,14,50.0,,,330000
3109,3,1,65.0,38.5615057,68.739065,450000
3110,2,12,85.0,38.5234594,68.74951586109968,500000
3111,2,13,50.0,38.5871679,68.7869964,760000
3112,3,5,114.0,38.5858337,68.793715,1185000
3113,4,1,108.0,38.5507163,68.8305472,487000
3114,1,3,43.0,38.5615057,68.739065,415000
3115,3,1,68.0,,,470000
3116,3,1,70.0,38.5305762,68.7763022,536000
3117,3,4,100.0,38.52225355,68.74991793788521,970000
3118,2,2,79.0,38.554049899999995,68.78854784999999,363000
3119,1,7,50.0,,,218000
3120,2,6,54.0,38.5615057,68.739065,366000
3121,3,8,85.0,,,545000
3122,1,12,43.0,38.5635832,68.7537962,380000
3123,2,7,58.0,38.5871679,68.7869964,542400
3124,2,12,50.0,38.5305762,68.7763022,380000
3125,2,10,72.0,,,670000
3126,3,6,64.0,38.52225355,68.74991793788521,499000
3127,2,5,78.0,38.5215622,68.74921245,435000
3128,2,3,58.0,38.5823233,68.74831405,260000
3129,3,9,98.0,,,1368000
3130,2,12,50.0,38.5305762,68.7763022,380000
3131,2,7,95.0,38.5853222,68.71890381645422,660000
3132,4,4,65.0,38.5208346,68.74790775,612700
3133,3,10,117.0,38.584950250000006,68.76348722496377,1200420
3134,3,11,120.0,38.5858337,68.793715,1603000
3135,1,3,49.0,38.5859732,68.79927069760828,580000
3136,2,5,70.0,,,700000
3137,2,4,86.0,38.5208346,68.74790775,440000
3138,2,14,58.0,38.5615057,68.739065,255000
3139,1,15,52.0,,,360000
3140,2,7,45.0,38.5826377,68.71973186087409,350000
3141,2,3,80.0,38.5507163,68.8305472,740000
3142,1,9,55.0,38.5507163,68.8305472,420000
3143,1,1,30.0,38.5507163,68.8305472,260000
3144,2,7,50.0,38.4881522,68.7153354,495000
3145,6,15,186.0,,,1283400
3146,2,4,72.0,38.54557415,68.82363701984585,500000
3147,1,4,60.0,38.5871679,68.7869964,342500
3148,3,9,70.0,38.525688,68.7492703353783,360000
3149,2,2,90.0,,,800000
3150,1,5,61.0,38.5615057,68.739065,240000
3151,2,14,52.0,38.5594023,68.8300744,452220
3152,2,14,54.0,38.5615057,68.739065,370000
3153,2,9,65.0,,,330000
3154,2,3,58.0,38.5615057,68.739065,490000
3155,1,8,60.0,,,270000
3156,1,8,67.0,,,305500
3157,2,8,73.0,,,1007000
3158,2,13,46.0,,,625000
3159,4,3,115.0,38.5707484,68.7886955,1140000
3160,3,4,55.0,38.5834656,68.7891768,430000
3161,2,12,95.0,38.5234594,68.74951586109968,541500
3162,2,1,38.0,38.5507163,68.8305472,390000
3163,2,13,60.0,38.5871679,68.7869964,600000
3164,2,9,107.0,,,604000
3165,1,7,62.0,38.5635832,68.7537962,419000
3166,2,10,88.0,,,768000
3167,2,8,76.0,38.58227975,68.76266008256485,370918
3168,2,9,50.0,38.5305762,68.7763022,320000
3169,3,5,74.0,38.554049899999995,68.78854784999999,330000
3170,5,1,100.0,38.5849938,68.7245146,695005
3171,2,8,55.0,38.5215622,68.74921245,403655
3172,3,7,85.0,38.5853222,68.71890381645422,545605
3173,4,11,176.0,38.562076,68.7984058,900540
3174,1,9,47.0,38.5507163,68.8305472,599000
3175,3,9,84.0,,,545000
3176,1,10,60.0,38.5858337,68.793715,285000
3177,2,15,60.0,38.5858337,68.793715,360000
3178,3,4,66.0,38.53068645,68.74526127900722,520000
3179,2,16,83.0,38.55014405,68.76102166353772,655000
3180,3,9,83.0,38.5208346,68.74790775,610000
3181,3,1,50.0,38.5635832,68.7537962,400000
3182,3,5,85.0,38.5305762,68.7763022,712000
3183,4,16,121.0,38.5305762,68.7763022,590000
3184,4,4,90.0,38.5853222,68.71890381645422,775000
3185,2,7,73.0,38.5853222,68.71890381645422,390000
3186,1,2,33.0,38.5112209,68.73803768568288,169290
3187,1,8,48.0,38.5425835,68.81521423589763,410000
3188,2,4,58.0,38.54670385,68.74736905,435000
3189,2,2,65.0,38.5208346,68.74790775,580000
3190,3,2,70.0,38.52399065,68.74912565571961,535000
3191,1,1,35.0,38.52225355,68.74991793788521,348000
3192,3,1,53.0,38.5425835,68.81521423589763,621500
3193,3,3,78.0,38.5871679,68.7869964,875000
3194,3,5,50.0,,,835000
3195,4,2,84.0,,,690000
3196,3,1,75.0,38.5615057,68.739065,465000
3197,2,9,54.0,,,445000
3198,3,4,75.0,,,900000
3199,1,10,49.0,,,375000
3200,3,1,110.0,,,410000
3201,3,2,110.0,,,1000000
3202,3,14,75.0,38.54557415,68.82363701984585,570000
3203,1,6,32.0,38.5615057,68.739065,145000
3204,3,6,75.0,38.5853222,68.71890381645422,520000
3205,3,9,106.0,38.5871679,68.7869964,1135000
3206,2,2,48.0,,,479000
3207,4,3,135.0,38.54670385,68.74736905,1282550
3208,4,9,148.0,38.584950250000006,68.76348722496377,1884100
3209,4,5,65.0,38.5215622,68.74921245,470000
3210,2,8,56.0,38.5507163,68.8305472,290000
3211,3,6,86.0,,,800000
3212,1,18,41.0,38.5853222,68.71890381645422,120000
3213,2,13,54.0,38.584950250000006,68.76348722496377,615600
3214,3,2,105.0,,,1082000
3215,3,4,65.0,38.5635832,68.7537962,655000
3216,4,7,90.0,,,615600
3217,2,14,83.0,38.5858337,68.793715,593024
3218,3,12,131.0,38.5507163,68.8305472,777500
3219,2,14,54.0,,,567500
3220,3,3,80.0,38.5234594,68.74951586109968,693500
3221,3,8,85.0,,,626000
3222,3,3,100.0,38.54670385,68.74736905,859000
3223,2,1,60.0,,,538000
3224,4,2,82.0,38.5305762,68.7763022,685000
3225,2,4,37.0,38.5575994,68.76368975457416,395000
3226,3,12,89.0,38.5598881,68.7943138,950000
3227,3,5,103.0,38.5507163,68.8305472,750000
3228,2,8,60.0,,,615000
3229,3,1,50.0,,,513000
3230,2,4,52.0,38.54670385,68.74736905,445000
3231,3,1,54.0,38.5427547,68.8685532,410400
3232,2,4,54.0,38.526600200000004,68.74827971106365,320000
3233,1,7,54.0,38.5507163,68.8305472,380000
3234,2,1,54.0,38.5615057,68.739065,700000
3235,1,12,63.0,38.5615057,68.739065,299000
3236,2,3,36.0,,,280000
3237,2,3,36.0,,,280000
3238,1,13,60.0,,,408000
3239,1,6,40.0,,,160000
3240,2,5,78.0,,,410000
3241,2,6,86.0,,,660000
3242,4,7,150.0,38.52225355,68.74991793788521,950000
3243,2,3,96.0,38.5707484,68.7886955,750000
3244,3,6,130.0,38.52225355,68.74991793788521,1500000
3245,2,1,54.0,,,416000
3246,1,4,33.0,38.5100357,68.7339248,320000
3247,2,4,100.0,,,1824000
3248,3,5,86.0,,,912000
3249,3,12,66.0,,,862500
3250,3,12,143.0,,,855140
3251,2,5,65.0,38.5389415,68.76361308837454,337000
3252,3,5,75.0,38.5885533,68.7787884,476000
3253,2,7,50.0,38.52399065,68.74912565571961,430000
3254,1,18,75.0,,,517500
3255,1,10,60.0,38.5644634,68.7598051,272400
3256,3,7,102.0,38.5507163,68.8305472,903000
3257,3,1,200.0,,,1707000
